categories,name,rating,review_count,location,coordinates,city
"['Juice Bars & Smoothies', 'Vegetarian', 'Sandwiches']",Vegetarian Delight Juice Bar,4.5,84,"{'address1': '6060 Miramar Pkwy', 'address2': '', 'address3': '', 'city': 'Miramar', 'zip_code': '33023', 'country': 'US', 'state': 'FL', 'display_address': ['6060 Miramar Pkwy', 'Miramar, FL 33023']}","{'latitude': 25.9842651, 'longitude': -80.2078524}",Miami
"['Desserts', 'Cafes', 'Bakeries']",Los Leones,4.5,26,"{'address1': '1699 NE 163rd St', 'address2': '', 'address3': None, 'city': 'North Miami Beach', 'zip_code': '33162', 'country': 'US', 'state': 'FL', 'display_address': ['1699 NE 163rd St', 'North Miami Beach, FL 33162']}","{'latitude': 25.92617383, 'longitude': -80.16618967}",Miami
"['Cajun/Creole', 'Seafood']",Cajun Boil,4.5,907,"{'address1': '10162 W Flagler St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33174', 'country': 'US', 'state': 'FL', 'display_address': ['10162 W Flagler St', 'Miami, FL 33174']}","{'latitude': 25.768374, 'longitude': -80.360208}",Miami
['Latin American'],Los Paisanos To Go,4.5,69,"{'address1': '3995 Davie Rd', 'address2': '', 'address3': None, 'city': 'Davie', 'zip_code': '33314', 'country': 'US', 'state': 'FL', 'display_address': ['3995 Davie Rd', 'Davie, FL 33314']}","{'latitude': 26.071732214674, 'longitude': -80.2323657274246}",Miami
"['Cuban', 'Sandwiches', 'Spanish']",Juana La Cubana Cafe,4.5,947,"{'address1': '3308 Griffin Rd', 'address2': None, 'address3': '', 'city': 'Dania Beach', 'zip_code': '33312', 'country': 'US', 'state': 'FL', 'display_address': ['3308 Griffin Rd', 'Dania Beach, FL 33312']}","{'latitude': 26.0619739248489, 'longitude': -80.188223272562}",Miami
['Italian'],Enzo’s Italian Eatery,4.5,17,"{'address1': '6635 S Dixie Hwy', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33143', 'country': 'US', 'state': 'FL', 'display_address': ['6635 S Dixie Hwy', 'Miami, FL 33143']}","{'latitude': 25.694247, 'longitude': -80.300309}",Miami
"['Empanadas', 'Latin American', 'Fast Food']",Smile Empanadas,4.5,17,"{'address1': '6907 S Red Rd', 'address2': None, 'address3': '', 'city': 'Coral Gables', 'zip_code': '33146', 'country': 'US', 'state': 'FL', 'display_address': ['6907 S Red Rd', 'Coral Gables, FL 33146']}","{'latitude': 25.70499, 'longitude': -80.28526}",Miami
"['Bakeries', 'Pizza', 'Sandwiches']",Buon Pane Italiano Bakery,4.5,170,"{'address1': '729 5th St', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['729 5th St', 'Miami Beach, FL 33139']}","{'latitude': 25.7748108, 'longitude': -80.1352615}",Miami
"['Mediterranean', 'Jazz & Blues', 'Wine Bars']",Jass Kitchen,4.5,82,"{'address1': '190 NE 46th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33137', 'country': 'US', 'state': 'FL', 'display_address': ['190 NE 46th St', 'Miami, FL 33137']}","{'latitude': 25.817669, 'longitude': -80.191804}",Miami
['Dominican'],Mangú Café Restaurant,4.5,118,"{'address1': '2007 W 62nd St', 'address2': '', 'address3': '', 'city': 'Hialeah', 'zip_code': '33016', 'country': 'US', 'state': 'FL', 'display_address': ['2007 W 62nd St', 'Hialeah, FL 33016']}","{'latitude': 25.8788651973009, 'longitude': -80.3241388499737}",Miami
"['Sandwiches', 'Juice Bars & Smoothies']",La Sandwicherie - North Beach,4.5,140,"{'address1': '7349 Collins Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33141', 'country': 'US', 'state': 'FL', 'display_address': ['7349 Collins Ave', 'Miami Beach, FL 33141']}","{'latitude': 25.8594, 'longitude': -80.12079}",Miami
"['Argentine', 'Steakhouses', 'Bars']",Baires Grill Miami Beach,4.5,67,"{'address1': '2200 Collins Ave', 'address2': '', 'address3': None, 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['2200 Collins Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.79782, 'longitude': -80.1284}",Miami
"['Juice Bars & Smoothies', 'Desserts', 'Sandwiches']",Aguacate Sanctuary of Love,4.5,343,"{'address1': '12100 SW 43rd St', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33175', 'country': 'US', 'state': 'FL', 'display_address': ['12100 SW 43rd St', 'Miami, FL 33175']}","{'latitude': 25.72784, 'longitude': -80.39091}",Miami
"['French', 'Cocktail Bars', 'Japanese']",Sérêvène,4.5,64,"{'address1': '1920 Collins Ave', 'address2': '', 'address3': 'Greystone Miami Beach', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1920 Collins Ave', 'Greystone Miami Beach', 'Miami Beach, FL 33139']}","{'latitude': 25.795611, 'longitude': -80.1295553}",Miami
"['Cuban', 'Bars', 'Breakfast & Brunch']",La Mulata Cuban restaurant,4.5,382,"{'address1': '1443 Washington Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1443 Washington Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.78707, 'longitude': -80.13152}",Miami
['Vegan'],Organic Food Kings,4.5,196,"{'address1': '3246 N Miami Ave', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['3246 N Miami Ave', 'Miami, FL 33127']}","{'latitude': 25.807223, 'longitude': -80.195421}",Miami
"['Bubble Tea', 'Poke', 'Pan Asian']","Sovereign - Poke, Boba, Asian Kitchen",4.5,160,"{'address1': '22 NE 3rd Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['22 NE 3rd Ave', 'Miami, FL 33132']}","{'latitude': 25.77491, 'longitude': -80.18884}",Miami
"['Burgers', 'Cafes', 'Breakfast & Brunch']",Yes! Cafe,4.5,22,"{'address1': '6300 Collins Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33141', 'country': 'US', 'state': 'FL', 'display_address': ['6300 Collins Ave', 'Miami Beach, FL 33141']}","{'latitude': 25.844961, 'longitude': -80.120769}",Miami
"['Italian', 'Pizza']",450Gradi Miami Italian Restaurant,4.5,30,"{'address1': '130 Miracle Mile', 'address2': 'Ste 101', 'address3': None, 'city': 'Coral Gables', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['130 Miracle Mile', 'Ste 101', 'Coral Gables, FL 33134']}","{'latitude': 25.74932, 'longitude': -80.25738}",Miami
"['Juice Bars & Smoothies', 'Kosher']",Pure Green - Aventura,4.5,27,"{'address1': '2960 NE 199th St Ste 4', 'address2': None, 'address3': '', 'city': 'Aventura', 'zip_code': '33180', 'country': 'US', 'state': 'FL', 'display_address': ['2960 NE 199th St Ste 4', 'Aventura, FL 33180']}","{'latitude': 25.96052, 'longitude': -80.14128}",Miami
"['Pizza', 'Italian', 'Sandwiches']",K Pizza,4.5,54,"{'address1': '8434 S Dixie Hwy', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33143', 'country': 'US', 'state': 'FL', 'display_address': ['8434 S Dixie Hwy', 'Miami, FL 33143']}","{'latitude': 25.69259482745678, 'longitude': -80.30595123310982}",Miami
"['Hawaiian', 'Poke', 'Bubble Tea']",Poke & More,4.5,70,"{'address1': '12892 Biscayne Blvd', 'address2': None, 'address3': '', 'city': 'North Miami', 'zip_code': '33181', 'country': 'US', 'state': 'FL', 'display_address': ['12892 Biscayne Blvd', 'North Miami, FL 33181']}","{'latitude': 25.8958, 'longitude': -80.16266}",Miami
"['Food Trucks', 'Puerto Rican', 'Sandwiches']",El Bori Food Truck,4.5,35,"{'address1': '261 NW 36th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['261 NW 36th St', 'Miami, FL 33127']}","{'latitude': 25.8105354, 'longitude': -80.2007787}",Miami
"['Tapas Bars', 'Wine Bars', 'Whiskey Bars']",Whiskey Neat,4.5,94,"{'address1': '1035 SE 17th St', 'address2': None, 'address3': '', 'city': 'Fort Lauderdale', 'zip_code': '33316', 'country': 'US', 'state': 'FL', 'display_address': ['1035 SE 17th St', 'Fort Lauderdale, FL 33316']}","{'latitude': 26.10198, 'longitude': -80.13255}",Miami
"['Ice Cream & Frozen Yogurt', 'Desserts', 'Vegan']",Angies's Epicurean,4.5,8,"{'address1': '7535 N Kendall Dr', 'address2': None, 'address3': '', 'city': 'Kendall', 'zip_code': '33156', 'country': 'US', 'state': 'FL', 'display_address': ['7535 N Kendall Dr', 'Kendall, FL 33156']}","{'latitude': 25.69032, 'longitude': -80.31255}",Miami
"['Cuban', 'Sandwiches', 'Cafes']",Cubatón Sandwich Shop,4.5,8,"{'address1': '413 15th St', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['413 15th St', 'Miami Beach, FL 33139']}","{'latitude': 25.787675806449172, 'longitude': -80.13238744851536}",Miami
"['Italian', 'Sandwiches']",One Café Italian Bistro,4.5,16,"{'address1': '650 NE 125th St', 'address2': None, 'address3': '', 'city': 'North Miami', 'zip_code': '33161', 'country': 'US', 'state': 'FL', 'display_address': ['650 NE 125th St', 'North Miami, FL 33161']}","{'latitude': 25.89015441036233, 'longitude': -80.1853246}",Miami
"['Italian', 'Bars', 'Pizza']",Amalfi Trattoria,4.5,109,"{'address1': '1403 Washington Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1403 Washington Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.78559, 'longitude': -80.13171}",Miami
"['Desserts', 'Ice Cream & Frozen Yogurt', 'Kosher']",Morelia Gourmet Paletas - Coral Gables,4.5,449,"{'address1': '76 Miracle Mile', 'address2': None, 'address3': '', 'city': 'Coral Gables', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['76 Miracle Mile', 'Coral Gables, FL 33134']}","{'latitude': 25.749414, 'longitude': -80.256207}",Miami
"['Japanese', 'Asian Fusion', 'Noodles']",107 Taste - Coral Gables,4.5,98,"{'address1': '357 Alcazar Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['357 Alcazar Ave', 'Miami, FL 33134']}","{'latitude': 25.75302, 'longitude': -80.26201}",Miami
"['Vietnamese', 'Cocktail Bars']",Pho Bar Vietnamese Kitchen,4.5,418,"{'address1': '6310 Griffin Rd', 'address2': 'Ste B107', 'address3': '', 'city': 'Davie', 'zip_code': '33314', 'country': 'US', 'state': 'FL', 'display_address': ['6310 Griffin Rd', 'Ste B107', 'Davie, FL 33314']}","{'latitude': 26.06471424428268, 'longitude': -80.23037988341684}",Miami
"['Cocktail Bars', 'Sports Bars', 'Burgers']",Mickey Burkes,4.5,66,"{'address1': '1265 Washington Ave', 'address2': '', 'address3': None, 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1265 Washington Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.78402374, 'longitude': -80.1319463}",Miami
['Japanese'],Ichimi MIA,4.5,319,"{'address1': '3252 NE 1st Ave', 'address2': 'Ste 118', 'address3': '', 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['3252 NE 1st Ave', 'Ste 118', 'Miami, FL 33127']}","{'latitude': 25.807062, 'longitude': -80.193748}",Miami
"['Cafes', 'Ice Cream & Frozen Yogurt']",Fabulous Ice Cream & Cafe 2,4.5,29,"{'address1': '3818 SW 137th Ave', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33175', 'country': 'US', 'state': 'FL', 'display_address': ['3818 SW 137th Ave', 'Miami, FL 33175']}","{'latitude': 25.7316482469489, 'longitude': -80.4162160807692}",Miami
['Indian'],Samosa Mama,4.5,42,"{'address1': '19491 Sheridan St', 'address2': None, 'address3': '', 'city': 'Fort Lauderdale', 'zip_code': '33332', 'country': 'US', 'state': 'FL', 'display_address': ['19491 Sheridan St', 'Fort Lauderdale, FL 33332']}","{'latitude': 26.02976, 'longitude': -80.4084}",Miami
"['Ice Cream & Frozen Yogurt', 'Pizza', 'Desserts']",Tio Colo,4.5,115,"{'address1': '8051 W 24th Ave', 'address2': 'Unit 1', 'address3': '', 'city': 'Hialeah', 'zip_code': '33016', 'country': 'US', 'state': 'FL', 'display_address': ['8051 W 24th Ave', 'Unit 1', 'Hialeah, FL 33016']}","{'latitude': 25.8953081632351, 'longitude': -80.3318290025813}",Miami
"['Sandwiches', 'Salad', 'Kosher']",Ms. Dixie,4.5,47,"{'address1': '21000 W Dixie Hwy', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33180', 'country': 'US', 'state': 'FL', 'display_address': ['21000 W Dixie Hwy', 'Miami, FL 33180']}","{'latitude': 25.969661, 'longitude': -80.148264}",Miami
"['Mediterranean', 'Turkish', 'Greek']",Kalamata Mediterranean cuisine,4.5,146,"{'address1': '423 Washington Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['423 Washington Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.774073, 'longitude': -80.1340071}",Miami
"['Pizza', 'Italian']",Terre Del Sapore,4.5,138,"{'address1': '246 Giralda Ave', 'address2': '', 'address3': None, 'city': 'Coral Gables', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['246 Giralda Ave', 'Coral Gables, FL 33134']}","{'latitude': 25.75094, 'longitude': -80.26009}",Miami
"['Steakhouses', 'Salad', 'American (Traditional)']","Amigo Grill & Co, Casual Steakhouse",4.5,150,"{'address1': '98 Miracle Mile', 'address2': None, 'address3': '', 'city': 'Coral Gables', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['98 Miracle Mile', 'Coral Gables, FL 33134']}","{'latitude': 25.74938, 'longitude': -80.2565}",Miami
['Caribbean'],O'Deeny's Caribbean Restaurant,4.5,93,"{'address1': '1380 N Krome Ave', 'address2': 'Ste 109', 'address3': '', 'city': 'Florida City', 'zip_code': '33034', 'country': 'US', 'state': 'FL', 'display_address': ['1380 N Krome Ave', 'Ste 109', 'Florida City, FL 33034']}","{'latitude': 25.46042, 'longitude': -80.47787}",Miami
['Italian'],Osteria Vecchio Piemonte,4.5,596,"{'address1': '10480 SW 72nd St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33173', 'country': 'US', 'state': 'FL', 'display_address': ['10480 SW 72nd St', 'Miami, FL 33173']}","{'latitude': 25.7010162587277, 'longitude': -80.3631066310896}",Miami
['Sushi Bars'],Sushi  Bar - Miami Beach,4.5,36,"{'address1': '1438 Washington Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1438 Washington Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.7867916, 'longitude': -80.1319851486941}",Miami
['Steakhouses'],Manny's Wood Grill Steakhouse,4.5,209,"{'address1': '2600 NW 87th Ave', 'address2': 'Ste 10', 'address3': '', 'city': 'Doral', 'zip_code': '33172', 'country': 'US', 'state': 'FL', 'display_address': ['2600 NW 87th Ave', 'Ste 10', 'Doral, FL 33172']}","{'latitude': 25.79871, 'longitude': -80.33769}",Miami
['American (New)'],Fat Stork,4.5,130,"{'address1': '8270 Griffin Rd', 'address2': None, 'address3': '', 'city': 'Davie', 'zip_code': '33328', 'country': 'US', 'state': 'FL', 'display_address': ['8270 Griffin Rd', 'Davie, FL 33328']}","{'latitude': 26.063963835417116, 'longitude': -80.25758041967386}",Miami
"['Juice Bars & Smoothies', 'Wraps', 'Acai Bowls']",Healthy Kitchen 33,4.5,160,"{'address1': '27411 S Dixie Hwy', 'address2': None, 'address3': '', 'city': 'Naranja', 'zip_code': '33032', 'country': 'US', 'state': 'FL', 'display_address': ['27411 S Dixie Hwy', 'Naranja, FL 33032']}","{'latitude': 25.51162333, 'longitude': -80.43162667}",Miami
"['Cuban', 'Latin American', 'Bars']",Havana Vieja,4.5,429,"{'address1': '944 Washington Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['944 Washington Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.780299, 'longitude': -80.133319}",Miami
['Pizza'],Toto 2 pizza,4.5,38,"{'address1': '7445 Collins Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33141', 'country': 'US', 'state': 'FL', 'display_address': ['7445 Collins Ave', 'Miami Beach, FL 33141']}","{'latitude': 25.86045, 'longitude': -80.12067}",Miami
"['Seafood', 'Tapas/Small Plates']",Morla,4.5,86,"{'address1': '91 SE 2nd St', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33131', 'country': 'US', 'state': 'FL', 'display_address': ['91 SE 2nd St', 'Miami, FL 33131']}","{'latitude': 25.7726435, 'longitude': -80.1922241}",Miami
"['Vegan', 'Latin American', 'Vegetarian']",The Cocinita Miami,4.5,151,"{'address1': '70 SE 5th St', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33131', 'country': 'US', 'state': 'FL', 'display_address': ['70 SE 5th St', 'Miami, FL 33131']}","{'latitude': 25.768476, 'longitude': -80.190967}",Miami
"['Sushi Bars', 'Japanese', 'Wine Bars']",OMAKAI sushi,4.5,291,"{'address1': '2107 NW 2nd Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['2107 NW 2nd Ave', 'Miami, FL 33127']}","{'latitude': 25.7970279, 'longitude': -80.19881568650824}",Miami
"['Pizza', 'Italian']",Piola - Mid Beach,4.5,10,"{'address1': '4000 Collins Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33140', 'country': 'US', 'state': 'FL', 'display_address': ['4000 Collins Ave', 'Miami Beach, FL 33140']}","{'latitude': 25.812731, 'longitude': -80.123381}",Miami
"['Bubble Tea', 'Desserts', 'Thai']",Renu Bake,4.5,10,"{'address1': '2119 Hollywood Blvd', 'address2': None, 'address3': '', 'city': 'Hollywood', 'zip_code': '33020', 'country': 'US', 'state': 'FL', 'display_address': ['2119 Hollywood Blvd', 'Hollywood, FL 33020']}","{'latitude': 26.011614, 'longitude': -80.149859}",Miami
"['Fast Food', 'Colombian', 'Hot Dogs']",Quillami Fast Food,4.5,5,"{'address1': '12039 SW 117th Ave', 'address2': None, 'address3': '', 'city': 'Kendall', 'zip_code': '33176', 'country': 'US', 'state': 'FL', 'display_address': ['12039 SW 117th Ave', 'Kendall, FL 33176']}","{'latitude': 25.71245, 'longitude': -80.38243}",Miami
['Fish & Chips'],U Save Fish and Chicken,4.5,5,"{'address1': '6900 NW 7th Ave', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33150', 'country': 'US', 'state': 'FL', 'display_address': ['6900 NW 7th Ave', 'Miami, FL 33150']}","{'latitude': 25.838015785596355, 'longitude': -80.20911795527589}",Miami
"['Juice Bars & Smoothies', 'Acai Bowls', 'Vegan']",Goji Juicery and Kitchen,4.5,5,"{'address1': '4571 Weston Rd.', 'address2': None, 'address3': '', 'city': 'Weston', 'zip_code': '33331', 'country': 'US', 'state': 'FL', 'display_address': ['4571 Weston Rd.', 'Weston, FL 33331']}","{'latitude': 26.066062, 'longitude': -80.3626177}",Miami
"['American (New)', 'Seafood']",Joliet,4.5,25,"{'address1': '1209 17th Street Miami Beach', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1209 17th Street Miami Beach', 'Miami Beach, FL 33139']}","{'latitude': 25.79221932001423, 'longitude': -80.14182199999999}",Miami
"['Creperies', 'Juice Bars & Smoothies', 'Haitian']",Regal Smoothie Crepes and Cafe,4.5,10,"{'address1': '4951 S State Rd 7', 'address2': None, 'address3': None, 'city': 'Davie', 'zip_code': '33314', 'country': 'US', 'state': 'FL', 'display_address': ['4951 S State Rd 7', 'Davie, FL 33314']}","{'latitude': 26.0605372, 'longitude': -80.2080402}",Miami
['Pizza'],Marakas Pizza,4.5,15,"{'address1': '7032 SW 24th St', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33155', 'country': 'US', 'state': 'FL', 'display_address': ['7032 SW 24th St', 'Miami, FL 33155']}","{'latitude': 25.746538983215178, 'longitude': -80.30983109682522}",Miami
